"Hora","Date","favorite_count","retweet_count"
7,2017-12-19,0,1
7,2017-12-19,0,1
17,2017-12-18,0,1
16,2017-12-18,0,3
14,2017-12-18,1,1
11,2017-12-18,2,0
11,2017-12-18,0,1
11,2017-12-18,0,1
9,2017-12-18,2,0
7,2017-12-18,0,1
12,2017-12-15,0,1
8,2017-12-15,0,1
17,2017-12-14,0,1
10,2017-12-14,0,5
9,2017-12-14,0,0
16,2017-12-13,0,1
11,2017-12-13,1,0
9,2017-12-13,2,1
8,2017-12-13,0,2
14,2017-12-12,0,3
14,2017-12-12,0,3
14,2017-12-12,0,4
14,2017-12-12,0,1
14,2017-12-12,0,2
14,2017-12-12,0,24
10,2017-12-12,0,2
9,2017-12-12,1,0
7,2017-12-12,0,1
7,2017-12-12,0,3
14,2017-12-11,10,4
11,2017-12-11,0,1
10,2017-12-11,0,1
9,2017-12-11,0,0
8,2017-12-11,0,2
7,2017-12-11,0,1
7,2017-12-11,0,1
7,2017-12-11,0,1
7,2017-12-11,0,1
7,2017-12-11,0,2
11,2017-12-05,0,1
11,2017-12-05,0,1
10,2017-12-05,2,1
15,2017-12-04,0,1
10,2017-12-04,0,1
10,2017-12-04,0,1
10,2017-12-04,0,1
9,2017-12-04,1,1
9,2017-12-04,1,0
8,2017-12-04,0,1
10,2017-12-01,2,2
14,2017-11-30,0,0
11,2017-11-30,0,1
11,2017-11-30,1,1
11,2017-11-29,1,0
9,2017-11-29,0,1
13,2017-11-28,2,3
13,2017-11-28,5,3
13,2017-11-28,1,0
12,2017-11-28,0,0
9,2017-11-28,0,0
9,2017-11-28,0,0
18,2017-11-27,5,1
8,2017-11-27,0,2
13,2017-11-24,0,2
13,2017-11-24,0,1
14,2017-11-23,2,3
12,2017-11-23,2,0
10,2017-11-23,1,0
10,2017-11-23,0,1
14,2017-11-22,0,1
14,2017-11-22,0,1
14,2017-11-22,0,1
14,2017-11-22,0,1
14,2017-11-22,0,0
13,2017-11-20,0,2
13,2017-11-20,0,0
13,2017-11-20,0,0
13,2017-11-17,0,1
11,2017-11-17,0,2
9,2017-11-17,0,0
8,2017-11-17,0,2
11,2017-11-16,4,2
10,2017-11-16,4,3
9,2017-11-16,0,2
8,2017-11-16,0,2
14,2017-11-15,0,2
14,2017-11-15,0,1
14,2017-11-15,0,2
14,2017-11-15,0,1
14,2017-11-15,0,0
18,2017-11-14,0,1
18,2017-11-14,0,1
10,2017-11-13,0,1
10,2017-11-13,0,1
9,2017-11-13,0,1
13,2017-11-10,1,0
11,2017-11-10,0,1
11,2017-11-10,0,1
9,2017-11-10,0,0
14,2017-11-09,4,3
14,2017-11-09,0,16
14,2017-11-09,0,2
14,2017-11-09,0,1
8,2017-11-09,0,3
22,2017-11-08,0,0
14,2017-11-08,1,0
12,2017-11-08,2,0
12,2017-11-08,4,2
12,2017-11-08,1,0
10,2017-11-07,0,1
10,2017-11-07,0,1
10,2017-11-07,0,1
8,2017-11-07,0,1
8,2017-11-07,0,1
8,2017-11-07,0,1
16,2017-11-06,0,1
11,2017-11-06,0,4
11,2017-11-06,4,2
8,2017-11-06,0,3
12,2017-11-03,0,1
10,2017-11-03,1,0
14,2017-11-02,0,1
12,2017-11-02,3,1
9,2017-11-02,0,0
8,2017-11-02,0,2
10,2017-10-31,0,1
10,2017-10-31,0,1
10,2017-10-31,0,1
7,2017-10-31,0,1
7,2017-10-31,0,2
13,2017-10-30,0,2
10,2017-10-30,0,2
13,2017-10-27,0,1
11,2017-10-27,4,1
17,2017-10-26,1,0
16,2017-10-26,0,1
16,2017-10-26,0,4
16,2017-10-26,0,1
12,2017-10-26,0,4
12,2017-10-26,0,2
17,2017-10-25,0,2
17,2017-10-25,0,1
13,2017-10-25,0,1
14,2017-10-24,3,2
13,2017-10-24,1,2
12,2017-10-24,0,0
12,2017-10-24,0,0
11,2017-10-24,3,0
11,2017-10-24,3,1
10,2017-10-24,3,3
10,2017-10-24,5,5
10,2017-10-24,0,1
10,2017-10-24,0,2
9,2017-10-24,2,1
9,2017-10-24,3,0
9,2017-10-24,2,2
10,2017-10-23,1,0
10,2017-10-20,0,1
14,2017-10-19,0,2
14,2017-10-19,0,1
10,2017-10-19,2,1
10,2017-10-19,0,1
9,2017-10-19,0,2
7,2017-10-19,0,1
7,2017-10-19,0,4
9,2017-10-18,6,2
9,2017-10-18,0,1
9,2017-10-17,0,1
7,2017-10-16,0,1
7,2017-10-16,0,1
7,2017-10-16,0,1
7,2017-10-16,0,1
12,2017-10-11,2,2
13,2017-10-06,0,3
13,2017-10-05,0,6
13,2017-10-05,0,4
13,2017-10-05,0,3
12,2017-10-04,3,2
12,2017-10-04,0,3
12,2017-10-04,0,1
12,2017-10-04,0,2
11,2017-10-04,0,2
11,2017-10-04,0,2
11,2017-10-04,0,1
11,2017-10-04,0,1
11,2017-10-04,0,5
10,2017-10-04,0,6
10,2017-10-04,0,11
10,2017-10-04,0,0
9,2017-10-04,0,3
9,2017-10-04,0,4
7,2017-10-04,0,2
12,2017-10-03,1,1
12,2017-10-03,0,1
10,2017-10-03,0,1
9,2017-10-03,0,1
9,2017-10-03,0,1
9,2017-10-03,0,4
8,2017-10-03,0,0
6,2017-10-03,0,1
6,2017-10-03,0,2
15,2017-10-02,0,2
13,2017-10-02,2,0
12,2017-10-02,0,1
13,2017-09-29,1,0
12,2017-09-29,0,4
11,2017-09-29,3,1
10,2017-09-29,0,1
10,2017-09-29,0,0
10,2017-09-29,1,1
7,2017-09-29,0,2
11,2017-09-28,3,2
11,2017-09-28,0,2
11,2017-09-28,2,0
11,2017-09-28,0,1
11,2017-09-28,0,1
11,2017-09-28,0,1
11,2017-09-28,0,1
13,2017-09-27,1,1
11,2017-09-27,0,1
9,2017-09-26,1,1
9,2017-09-26,0,2
8,2017-09-26,0,1
9,2017-09-25,0,2
13,2017-09-22,0,3
12,2017-09-22,0,5
12,2017-09-22,0,0
12,2017-09-22,0,0
11,2017-09-22,0,1
14,2017-09-21,0,1
11,2017-09-21,0,2
10,2017-09-21,0,2
9,2017-09-21,0,2
8,2017-09-21,0,1
7,2017-09-21,0,0
15,2017-09-20,0,2
14,2017-09-20,0,2
9,2017-09-20,0,1
12,2017-09-19,0,2
10,2017-09-19,0,1
8,2017-09-19,0,1
10,2017-09-18,1,1
10,2017-09-18,1,0
9,2017-09-18,2,1
8,2017-09-18,0,1
7,2017-09-18,0,3
13,2017-09-15,2,0
9,2017-09-15,0,0
12,2017-09-14,0,2
11,2017-09-14,0,0
11,2017-09-14,0,0
10,2017-09-14,0,0
10,2017-09-14,0,2
8,2017-09-14,0,1
7,2017-09-14,0,1
7,2017-09-14,0,1
11,2017-09-13,2,2
8,2017-09-13,3,2
9,2017-09-12,0,1
9,2017-09-12,0,13
9,2017-09-11,0,0
11,2017-09-08,0,1
8,2017-09-07,2,2
11,2017-09-05,0,1
11,2017-09-05,1,2
10,2017-09-05,0,0
10,2017-09-05,1,0
9,2017-09-05,0,0
8,2017-09-05,0,1
13,2017-09-04,1,0
12,2017-09-04,0,0
12,2017-09-04,3,0
13,2017-09-01,0,0
9,2017-09-01,0,0
9,2017-09-01,0,2
8,2017-09-01,0,3
9,2017-08-31,3,4
9,2017-08-31,0,0
9,2017-08-31,2,3
9,2017-08-31,0,3
13,2017-08-30,0,0
8,2017-08-30,0,3
21,2017-08-29,1,0
10,2017-08-29,0,2
10,2017-08-29,0,2
7,2017-08-29,1,1
13,2017-08-28,0,0
11,2017-08-28,0,0
11,2017-08-28,0,0
10,2017-08-28,0,0
10,2017-08-28,0,2
9,2017-08-28,0,1
9,2017-08-28,0,1
9,2017-08-28,0,1
9,2017-08-28,0,1
9,2017-08-28,0,2
21,2017-08-24,1,0
7,2017-08-24,1,1
22,2017-08-23,1,0
13,2017-08-23,0,0
7,2017-08-23,1,0
21,2017-08-22,0,0
21,2017-08-21,0,0
13,2017-08-21,0,0
22,2017-08-17,0,1
22,2017-08-16,0,0
13,2017-08-16,1,0
14,2017-08-14,1,0
10,2017-08-02,0,2
8,2017-08-02,0,2
8,2017-08-02,0,1
10,2017-08-01,3,2
10,2017-08-01,2,1
10,2017-08-01,4,2
9,2017-08-01,0,1
8,2017-08-01,0,2
21,2017-07-31,1,0
13,2017-07-31,0,1
13,2017-07-31,0,0
12,2017-07-31,0,0
11,2017-07-31,0,1
9,2017-07-31,1,0
9,2017-07-31,4,6
7,2017-07-31,0,0
13,2017-07-28,4,3
12,2017-07-28,2,0
9,2017-07-28,0,0
9,2017-07-28,0,2
9,2017-07-28,0,0
8,2017-07-28,0,3
8,2017-07-28,0,1
8,2017-07-28,0,2
7,2017-07-28,3,1
22,2017-07-27,0,0
13,2017-07-27,0,0
12,2017-07-27,0,1
10,2017-07-27,3,1
9,2017-07-27,0,1
8,2017-07-27,0,2
7,2017-07-27,0,1
21,2017-07-26,1,0
13,2017-07-26,0,0
12,2017-07-26,0,3
9,2017-07-26,0,5
8,2017-07-26,0,4
8,2017-07-26,0,4
8,2017-07-26,0,3
7,2017-07-26,1,1
14,2017-07-25,0,1
14,2017-07-25,2,1
10,2017-07-25,0,3
9,2017-07-25,0,2
8,2017-07-25,0,4
8,2017-07-25,0,2
8,2017-07-25,2,0
13,2017-07-24,2,1
13,2017-07-24,0,0
13,2017-07-24,2,1
11,2017-07-24,2,1
11,2017-07-24,0,3
11,2017-07-24,0,5
10,2017-07-24,0,3
8,2017-07-24,0,3
8,2017-07-24,0,1
8,2017-07-24,0,1
10,2017-07-21,0,5
9,2017-07-21,0,1
8,2017-07-21,0,3
21,2017-07-20,1,0
14,2017-07-20,3,2
10,2017-07-20,0,4
9,2017-07-20,0,1
9,2017-07-20,2,2
7,2017-07-20,2,6
14,2017-07-19,0,0
12,2017-07-19,0,3
9,2017-07-19,0,2
8,2017-07-19,0,2
8,2017-07-19,0,2
8,2017-07-18,0,1
14,2017-07-17,4,3
14,2017-07-17,0,1
11,2017-07-17,0,2
9,2017-07-14,3,2
9,2017-07-14,1,1
8,2017-07-14,0,1
22,2017-07-13,1,1
11,2017-07-13,1,1
9,2017-07-13,1,0
21,2017-07-12,0,0
12,2017-07-12,4,2
11,2017-07-12,1,0
11,2017-07-12,1,0
8,2017-07-12,0,0
22,2017-07-11,1,0
9,2017-07-11,0,1
12,2017-07-10,0,1
11,2017-07-10,0,1
8,2017-07-10,0,0
11,2017-07-06,0,4
7,2017-07-06,1,0
22,2017-07-05,2,5
10,2017-07-05,4,2
8,2017-07-05,0,1
8,2017-07-05,0,1
13,2017-07-04,0,5
13,2017-07-04,0,0
11,2017-07-04,0,1
10,2017-07-04,0,1
9,2017-07-04,0,3
8,2017-07-04,0,1
8,2017-07-04,0,1
8,2017-07-04,0,1
8,2017-07-04,0,1
12,2017-07-03,3,0
8,2017-07-03,0,5
13,2017-06-30,0,1
12,2017-06-30,0,7
7,2017-06-30,0,0
21,2017-06-29,0,0
9,2017-06-29,0,6
8,2017-06-29,0,0
14,2017-06-28,0,0
13,2017-06-28,4,2
10,2017-06-28,1,1
8,2017-06-28,0,4
21,2017-06-27,1,0
13,2017-06-27,7,5
11,2017-06-27,4,1
9,2017-06-27,0,0
9,2017-06-27,0,2
8,2017-06-27,0,8
21,2017-06-26,1,2
7,2017-06-26,2,1
13,2017-06-24,0,0
13,2017-06-23,1,1
13,2017-06-23,1,0
12,2017-06-23,0,3
11,2017-06-23,0,1
8,2017-06-23,0,2
8,2017-06-23,0,1
13,2017-06-22,1,0
12,2017-06-22,1,1
11,2017-06-22,0,1
8,2017-06-22,2,0
22,2017-06-21,1,0
17,2017-06-21,0,0
22,2017-06-20,3,0
12,2017-06-20,0,2
11,2017-06-20,10,11
10,2017-06-20,0,1
10,2017-06-20,0,1
14,2017-06-19,0,1
12,2017-06-19,0,0
8,2017-06-19,0,1
8,2017-06-19,0,1
8,2017-06-19,0,2
8,2017-06-19,0,1
8,2017-06-16,0,1
8,2017-06-16,0,2
8,2017-06-16,0,5
8,2017-06-16,0,1
14,2017-06-15,3,3
11,2017-06-15,0,1
10,2017-06-15,0,1
10,2017-06-15,0,1
10,2017-06-15,0,2
10,2017-06-15,3,0
9,2017-06-15,0,0
8,2017-06-15,0,1
8,2017-06-15,0,1
8,2017-06-15,0,1
14,2017-06-14,1,0
12,2017-06-14,0,2
12,2017-06-14,0,5
9,2017-06-14,0,0
8,2017-06-14,0,4
8,2017-06-14,1,2
14,2017-06-13,0,0
12,2017-06-13,0,0
11,2017-06-13,3,3
9,2017-06-13,0,2
8,2017-06-13,0,2
9,2017-06-12,2,2
8,2017-06-12,0,1
8,2017-06-12,1,1
14,2017-06-11,1,0
10,2017-06-09,0,1
14,2017-06-08,2,1
9,2017-06-08,0,0
8,2017-06-08,0,2
13,2017-06-07,2,0
11,2017-06-07,3,1
9,2017-06-07,0,3
9,2017-06-07,0,3
9,2017-06-07,0,2
11,2017-06-06,1,0
9,2017-06-06,5,4
8,2017-06-06,0,3
8,2017-06-06,2,2
14,2017-06-05,0,0
13,2017-06-05,0,1
12,2017-06-05,0,0
11,2017-06-05,0,9
10,2017-06-05,0,0
12,2017-06-02,0,3
10,2017-06-02,0,2
8,2017-06-02,0,4
8,2017-06-02,0,2
8,2017-06-02,0,1
18,2017-06-01,1,2
18,2017-06-01,1,2
17,2017-06-01,1,2
17,2017-06-01,1,1
16,2017-06-01,4,2
12,2017-06-01,0,1
11,2017-06-01,0,2
11,2017-06-01,0,10
11,2017-06-01,0,3
11,2017-06-01,0,2
11,2017-06-01,0,1
22,2017-05-31,0,0
15,2017-05-31,1,0
9,2017-05-31,0,1
9,2017-05-31,0,2
8,2017-05-31,3,2
22,2017-05-30,1,0
22,2017-05-30,0,1
22,2017-05-30,0,5
14,2017-05-30,0,0
11,2017-05-30,5,5
8,2017-05-30,5,2
8,2017-05-30,0,0
8,2017-05-29,0,1
8,2017-05-29,0,1
12,2017-05-26,0,1
9,2017-05-26,0,1
9,2017-05-26,0,1
7,2017-05-26,0,0
14,2017-05-25,0,0
10,2017-05-25,0,2
10,2017-05-25,0,2
10,2017-05-25,0,1
10,2017-05-25,0,1
10,2017-05-24,0,0
9,2017-05-24,0,0
8,2017-05-24,0,2
11,2017-05-23,0,1
11,2017-05-23,3,1
10,2017-05-23,3,3
10,2017-05-23,6,0
10,2017-05-23,0,0
8,2017-05-23,0,1
8,2017-05-23,0,1
12,2017-05-22,0,1
11,2017-05-22,0,1
14,2017-05-19,1,0
10,2017-05-19,0,4
12,2017-05-18,0,1
10,2017-05-18,1,0
9,2017-05-18,0,2
9,2017-05-18,0,3
9,2017-05-18,0,1
8,2017-05-18,0,0
22,2017-05-17,2,0
10,2017-05-17,0,3
9,2017-05-17,0,1
9,2017-05-17,0,1
8,2017-05-16,0,3
8,2017-05-16,1,0
11,2017-05-15,0,1
10,2017-05-15,0,1
10,2017-05-15,4,3
10,2017-05-15,0,1
10,2017-05-15,0,1
10,2017-05-15,0,1
8,2017-05-15,0,0
11,2017-05-12,1,1
11,2017-05-12,0,0
10,2017-05-12,0,1
9,2017-05-12,0,2
8,2017-05-12,0,1
8,2017-05-12,0,1
8,2017-05-12,0,2
22,2017-05-11,1,1
13,2017-05-11,1,0
13,2017-05-11,1,0
11,2017-05-11,0,13
8,2017-05-11,0,2
8,2017-05-11,0,2
8,2017-05-11,0,3
8,2017-05-11,1,0
22,2017-05-10,2,0
13,2017-05-10,0,1
13,2017-05-10,0,1
13,2017-05-10,0,1
13,2017-05-10,0,3
22,2017-05-09,0,1
11,2017-05-09,0,11
9,2017-05-09,0,3
8,2017-05-09,0,3
8,2017-05-09,0,2
8,2017-05-09,0,1
14,2017-05-08,2,0
10,2017-05-08,2,2
8,2017-05-08,0,2
8,2017-05-08,0,3
10,2017-05-05,0,1
10,2017-05-05,0,1
9,2017-05-05,0,1
8,2017-05-05,0,1
8,2017-05-05,0,1
11,2017-05-04,0,1
10,2017-05-04,0,1
10,2017-05-04,0,0
22,2017-05-03,0,0
13,2017-05-03,3,1
10,2017-05-03,0,1
10,2017-05-03,0,4
14,2017-05-02,0,1
10,2017-05-02,0,2
10,2017-05-02,0,2
10,2017-05-02,0,1
22,2017-04-30,2,0
10,2017-04-29,0,0
9,2017-04-28,0,1
22,2017-04-27,1,0
14,2017-04-27,0,0
10,2017-04-27,0,2
10,2017-04-27,0,4
8,2017-04-27,3,1
22,2017-04-26,0,0
11,2017-04-26,0,1
9,2017-04-26,1,1
9,2017-04-26,0,1
9,2017-04-26,0,1
9,2017-04-26,0,1
14,2017-04-25,2,1
9,2017-04-25,0,2
9,2017-04-25,0,3
9,2017-04-25,0,2
9,2017-04-25,0,1
9,2017-04-25,0,2
9,2017-04-25,0,1
9,2017-04-25,0,1
9,2017-04-25,0,11
8,2017-04-25,0,1
8,2017-04-25,0,0
22,2017-04-24,0,0
12,2017-04-21,0,1
12,2017-04-21,3,3
10,2017-04-21,2,0
10,2017-04-21,2,1
8,2017-04-21,0,2
13,2017-04-20,1,1
12,2017-04-20,1,0
12,2017-04-20,0,0
10,2017-04-20,0,2
9,2017-04-20,1,0
9,2017-04-20,0,0
9,2017-04-20,0,5
9,2017-04-20,0,3
9,2017-04-20,0,3
9,2017-04-20,3,2
22,2017-04-19,0,0
14,2017-04-19,0,0
12,2017-04-19,0,0
9,2017-04-19,1,2
9,2017-04-19,0,5
9,2017-04-19,0,2
22,2017-04-18,3,0
14,2017-04-18,0,0
12,2017-04-18,0,1
12,2017-04-18,0,6
9,2017-04-18,1,1
9,2017-04-18,0,2
9,2017-04-18,0,2
9,2017-04-18,0,1
9,2017-04-18,0,1
9,2017-04-18,0,1
9,2017-04-18,0,3
9,2017-04-18,0,1
22,2017-04-17,2,0
8,2017-04-14,0,0
15,2017-04-12,0,0
9,2017-04-12,0,0
8,2017-04-12,3,2
14,2017-04-11,0,0
11,2017-04-11,0,5
11,2017-04-11,0,3
22,2017-04-10,2,1
13,2017-04-10,0,1
13,2017-04-10,0,1
13,2017-04-10,0,1
12,2017-04-10,0,1
12,2017-04-10,0,1
12,2017-04-10,0,1
12,2017-04-10,0,1
12,2017-04-10,0,3
8,2017-04-07,0,2
11,2017-04-06,0,0
11,2017-04-06,0,0
13,2017-04-05,3,3
12,2017-04-05,0,0
11,2017-04-05,0,0
11,2017-04-05,0,0
10,2017-04-05,0,1
8,2017-04-05,0,0
7,2017-04-05,0,0
17,2017-04-04,0,0
10,2017-04-04,0,2
10,2017-04-04,0,1
10,2017-04-04,0,2
10,2017-04-04,0,1
10,2017-04-03,0,2
10,2017-04-03,0,1
12,2017-03-31,2,3
10,2017-03-31,2,1
10,2017-03-31,0,1
10,2017-03-31,0,1
10,2017-03-31,0,2
10,2017-03-31,0,1
10,2017-03-31,0,1
10,2017-03-31,0,2
8,2017-03-31,0,0
14,2017-03-30,2,3
10,2017-03-30,0,2
10,2017-03-30,0,1
22,2017-03-29,0,0
11,2017-03-29,0,2
11,2017-03-29,0,2
11,2017-03-29,0,1
14,2017-03-28,1,0
12,2017-03-28,2,0
12,2017-03-28,0,0
12,2017-03-28,0,0
8,2017-03-28,0,1
8,2017-03-28,0,1
8,2017-03-28,0,1
8,2017-03-28,0,1
8,2017-03-28,0,1
8,2017-03-28,0,1
8,2017-03-28,0,1
8,2017-03-28,0,1
9,2017-03-27,0,0
10,2017-03-24,0,1
14,2017-03-23,0,11
14,2017-03-23,0,4
14,2017-03-23,0,0
10,2017-03-23,12,6
10,2017-03-22,0,0
12,2017-03-21,0,2
12,2017-03-21,0,1
10,2017-03-21,3,4
10,2017-03-21,0,1
10,2017-03-21,0,5
13,2017-03-20,2,1
11,2017-03-20,0,1
11,2017-03-20,0,4
14,2017-03-16,0,0
14,2017-03-16,0,1
14,2017-03-16,4,1
12,2017-03-16,0,0
12,2017-03-16,0,1
10,2017-03-16,0,1
10,2017-03-16,0,1
10,2017-03-16,0,3
10,2017-03-16,0,2
10,2017-03-16,0,3
10,2017-03-16,0,0
10,2017-03-16,0,2
17,2017-03-15,1,0
14,2017-03-13,1,2
11,2017-03-13,0,4
11,2017-03-13,0,1
15,2017-03-12,1,0
12,2017-03-10,0,2
12,2017-03-10,0,1
12,2017-03-10,0,1
12,2017-03-10,0,4
11,2017-03-09,0,1
10,2017-03-09,0,1
10,2017-03-09,0,1
13,2017-03-08,3,1
12,2017-03-08,1,0
11,2017-03-08,0,0
10,2017-03-08,0,0
10,2017-03-08,0,0
10,2017-03-07,0,2
12,2017-03-06,1,3
9,2017-03-06,0,2
9,2017-03-06,0,1
9,2017-03-06,0,2
9,2017-03-06,0,1
13,2017-03-03,0,1
10,2017-03-03,0,2
9,2017-03-03,1,0
11,2017-03-02,4,1
10,2017-03-02,3,1
9,2017-03-02,0,2
9,2017-03-02,0,1
9,2017-03-02,0,2
9,2017-03-02,0,2
9,2017-03-02,1,1
13,2017-03-01,5,3
13,2017-03-01,3,0
11,2017-03-01,4,1
10,2017-03-01,8,6
12,2017-02-28,0,2
12,2017-02-28,0,2
12,2017-02-28,0,1
11,2017-02-28,0,2
10,2017-02-28,0,4
10,2017-02-28,0,2
10,2017-02-28,0,1
10,2017-02-28,0,4
10,2017-02-28,0,3
10,2017-02-28,0,2
10,2017-02-28,0,1
10,2017-02-28,0,2
10,2017-02-28,0,1
10,2017-02-28,0,2
14,2017-02-27,6,3
13,2017-02-27,0,0
10,2017-02-27,0,2
10,2017-02-27,0,3
13,2017-02-24,0,2
9,2017-02-24,0,7
9,2017-02-24,0,3
9,2017-02-24,0,5
10,2017-02-23,0,1
10,2017-02-23,1,1
10,2017-02-23,0,3
10,2017-02-22,0,1
10,2017-02-22,0,2
9,2017-02-22,0,4
9,2017-02-22,0,2
9,2017-02-22,0,2
11,2017-02-21,0,5
14,2017-02-20,7,8
10,2017-02-20,0,1
9,2017-02-20,0,2
11,2017-02-17,6,2
11,2017-02-17,0,0
11,2017-02-17,2,2
11,2017-02-17,0,1
9,2017-02-17,0,1
14,2017-02-16,0,0
11,2017-02-15,0,2
9,2017-02-15,0,1
9,2017-02-15,0,1
9,2017-02-15,0,2
9,2017-02-15,0,1
11,2017-02-14,0,3
10,2017-02-14,0,4
10,2017-02-14,0,2
10,2017-02-14,0,1
14,2017-02-13,1,0
13,2017-02-13,0,3
13,2017-02-13,0,0
13,2017-02-13,0,0
12,2017-02-13,0,2
11,2017-02-10,0,1
9,2017-02-10,0,2
9,2017-02-10,0,2
9,2017-02-10,0,1
11,2017-02-09,0,1
11,2017-02-08,0,6
11,2017-02-07,0,1
11,2017-02-07,1,1
11,2017-02-07,0,3
11,2017-02-07,0,1
11,2017-02-07,0,1
10,2017-02-07,1,1
12,2017-02-03,0,2
12,2017-02-03,0,1
9,2017-02-03,0,3
9,2017-02-03,0,1
9,2017-02-03,0,1
14,2017-02-01,0,2
14,2017-02-01,1,0
9,2017-02-01,0,1
14,2017-01-31,2,1
11,2017-01-31,0,2
10,2017-01-31,2,0
10,2017-01-31,0,1
10,2017-01-31,0,1
10,2017-01-31,0,1
10,2017-01-31,0,1
9,2017-01-31,0,1
9,2017-01-31,0,1
9,2017-01-31,0,2
13,2017-01-30,1,4
9,2017-01-30,0,5
9,2017-01-30,0,1
9,2017-01-30,0,9
12,2017-01-27,3,2
12,2017-01-27,0,1
12,2017-01-27,0,2
12,2017-01-27,0,0
11,2017-01-27,0,2
10,2017-01-27,0,7
9,2017-01-27,0,1
14,2017-01-26,3,2
12,2017-01-26,0,0
12,2017-01-26,0,0
11,2017-01-26,2,1
11,2017-01-26,0,1
11,2017-01-26,1,0
11,2017-01-26,0,8
11,2017-01-26,0,1
10,2017-01-26,1,1
10,2017-01-26,0,1
10,2017-01-26,0,3
10,2017-01-26,0,1
10,2017-01-26,0,2
10,2017-01-26,1,0
10,2017-01-26,0,0
9,2017-01-26,0,1
13,2017-01-25,2,2
12,2017-01-25,2,2
12,2017-01-25,1,2
9,2017-01-25,0,1
9,2017-01-25,0,4
10,2017-01-24,0,11
10,2017-01-24,0,2
9,2017-01-24,0,1
9,2017-01-24,0,1
9,2017-01-24,0,1
9,2017-01-24,0,1
13,2017-01-23,0,0
13,2017-01-23,0,0
12,2017-01-23,2,3
11,2017-01-23,1,0
10,2017-01-23,0,2
10,2017-01-23,0,2
10,2017-01-23,0,3
10,2017-01-23,0,1
10,2017-01-23,0,2
10,2017-01-23,0,1
10,2017-01-23,0,3
10,2017-01-20,0,2
9,2017-01-20,0,7
9,2017-01-20,0,1
9,2017-01-20,0,1
9,2017-01-20,0,1
13,2017-01-19,0,2
11,2017-01-19,0,4
11,2017-01-19,0,1
11,2017-01-19,0,1
10,2017-01-19,0,2
9,2017-01-19,0,1
9,2017-01-19,0,6
9,2017-01-19,0,2
9,2017-01-19,0,7
9,2017-01-19,0,5
13,2017-01-18,0,720
13,2017-01-17,0,3
12,2017-01-17,0,1
12,2017-01-17,0,2
12,2017-01-17,1,0
10,2017-01-17,0,4
9,2017-01-17,0,1
9,2017-01-17,0,1
9,2017-01-17,0,1
9,2017-01-17,0,1
12,2017-01-16,0,5
10,2017-01-16,0,4
10,2017-01-16,0,3
9,2017-01-16,0,1
9,2017-01-16,0,1
9,2017-01-16,0,2
9,2017-01-16,0,2
11,2017-01-13,0,2
11,2017-01-13,0,3
11,2017-01-13,0,1
10,2017-01-12,0,1
10,2017-01-12,0,1
10,2017-01-12,0,2
10,2017-01-12,0,7
10,2017-01-12,0,8
10,2017-01-12,0,1
10,2017-01-12,0,4
13,2017-01-10,0,0
12,2017-01-10,0,1
12,2017-01-10,0,1
12,2017-01-10,1,1
12,2017-01-09,0,1
11,2017-01-09,0,2
11,2017-01-09,0,2
11,2017-01-09,0,2
11,2017-01-09,0,1
11,2017-01-09,0,6
11,2017-01-09,0,2
11,2017-01-09,0,2
11,2017-01-09,0,1
11,2017-01-09,0,1
11,2017-01-09,0,3
12,2016-12-22,0,2
12,2016-12-22,0,1
11,2016-12-22,2,0
10,2016-12-22,1,0
10,2016-12-22,0,1
9,2016-12-22,0,2
9,2016-12-22,0,1
12,2016-12-21,0,1
12,2016-12-21,0,2
12,2016-12-21,0,1
12,2016-12-21,0,2
12,2016-12-21,0,1
9,2016-12-21,0,2
9,2016-12-21,0,4
13,2016-12-20,0,1
9,2016-12-20,0,2
13,2016-12-19,1,0
11,2016-12-19,0,1
10,2016-12-19,0,2
9,2016-12-19,0,1
9,2016-12-19,0,2
9,2016-12-16,0,1
13,2016-12-15,0,13
10,2016-12-15,0,4
9,2016-12-15,0,11
9,2016-12-15,0,8
11,2016-12-14,0,2
10,2016-12-14,1,1
9,2016-12-14,0,1
9,2016-12-14,0,1
9,2016-12-14,0,1
12,2016-12-13,0,4
10,2016-12-13,1,1
10,2016-12-13,1,0
10,2016-12-13,0,1
9,2016-12-13,0,2
13,2016-12-12,0,3
10,2016-12-12,0,1
13,2016-12-07,0,1
13,2016-12-07,1,1
11,2016-12-05,0,1
11,2016-12-05,0,2
11,2016-12-05,1,0
11,2016-12-05,0,2
14,2016-12-02,2,2
11,2016-12-02,0,2
10,2016-12-02,0,1
12,2016-12-01,0,1
11,2016-12-01,0,0
9,2016-12-01,0,2
9,2016-12-01,0,1
13,2016-11-30,2,1
13,2016-11-30,1,1
13,2016-11-30,2,1
9,2016-11-30,0,1
10,2016-11-29,0,7
9,2016-11-29,0,1
9,2016-11-29,0,1
9,2016-11-29,0,1
9,2016-11-29,0,3
11,2016-11-28,5,1
9,2016-11-28,0,1
13,2016-11-25,0,2
13,2016-11-25,0,5
13,2016-11-25,0,1
15,2016-11-24,2,2
15,2016-11-24,1,1
15,2016-11-24,1,1
12,2016-11-24,0,1
11,2016-11-24,0,1
10,2016-11-24,0,17
10,2016-11-24,0,1
10,2016-11-24,0,13
10,2016-11-24,0,1
10,2016-11-24,0,5
10,2016-11-24,0,1
10,2016-11-24,0,11
